TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"The use of self-Reiki for stress reduction and relaxation","Bukowski, Elaine L.","","","","JOURNAL OF INTEGRATIVE MEDICINE-JIM","SEP 2015","2015","13","5","","","","336","340","","10.1016/S2095-4964(15)60190-X","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","2","0"
"Evaluating the Incivility between Staff Nurses and Matrons Employed in Iran","Heydari, Abbas; Rad, Mojtaba; Rad, Mostafa","","","","ACTA FACULTATIS MEDICAE NAISSENSIS","JUN 2015","2015","32","2","","","","137","146","","10.1515/afmnai-2015-0014","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","1","0"
"Weight Concerns Scale Applied to College Students: Comparison Between Pencil-and-Paper and Online Formats","Ribeiro Dias, Juliana Chioda; Maroco, Joao; Duarte Bonini Campos, Juliana Alvares","","","","CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING","MAR 1 2015","2015","18","3","","","","188","192","","10.1089/cyber.2014.0392","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","1"
"Multimodal Selfies: Designing a Multimodal Recording Device for Students in Traditional Classrooms","Dominguez, Federico; Echeverria, Vanessa; Chiluiza, Katherine; Ochoa, Xavier","","","","ICMI'15: PROCEEDINGS OF THE 2015 ACM INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION","2015","2015","","","","","","567","574","","10.1145/2818346.2830606","2015 ACM International Conference on Multimodal Interaction","NOV 09-13, 2015","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","0"
"The implementation of Social Media as teaching resources in Higher Education: the perspective of students in Communication","Aymerich-Franch, Laura; Fedele, Maddalena","","","","REICE-REVISTA IBEROAMERICANA SOBRE CALIDAD EFICACIA Y CAMBIO EN EDUCACION","JAN 2015","2015","13","1","","","","19","33","","","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","0","0"
"Personal Digital Branding as a Professional Asset in the Digital Age","Kleppinger, Courtney A.; Cain, Jeff","","","","AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION","2015","2015","79","6","","","","","","79","10.5688/ajpe79679","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0"
"Privacy Issues in the Development of a Virtual Mental Health Clinic for University Students: A Qualitative Study","Gulliver, Amelia; Bennett, Kylie; Bennett, Anthony; Farrer, Louise M.; Reynolds, Julia; Griffiths, Kathleen M.","","","","JMIR MENTAL HEALTH","JAN-MAR 2015","2015","2","1","","","","","","e9","10.2196/mental.4294","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","1","0"
"REGRETTED ONLINE SELF-PRESENTATIONS: U.S. COLLEGE STUDENTS' RECOLLECTIONS AND REFLECTIONS","Stern, Susannah","","","","JOURNAL OF CHILDREN AND MEDIA","2015","2015","9","2","","","","248","265","","10.1080/17482798.2015.1024000","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","1","0","0"
"EXPLORING ATTITUDES, KNOWLEDGE AND COMPETENCIES FOR SECURITY TECHNOLOGY: A CROSS-CULTURAL SURVEY IN HIGHER EDUCATION","Chaudhary, Sunil; Zhao, Yan; Berki, Eleni; Valtanen, Juri; Li, Linfeng; Helenius, Marko; Mystakidis, Stylianos; Nalam, Thrushna; Thapa, Rajendra Bahadur","","","Kommers, P; Peng, GC","PROCEEDINGS OF THE INTERNATIONAL CONFERENCES ON ICT, SOCIETY AND HUMAN BEINGS 2015, WEB BASED COMMUNITIES AND SOCIAL MEDIA 2015 AND CONNECTED SMART CITIES 2015","2015","2015","","","","","","11","18","","","International Conference on ICT, Society and Human Beings / International Conference on Web Based Communities and Social Media / International Conference on Connected Smart Cities","JUL 21-23, 2015","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","1","0"
"Competent or clueless? Users' knowledge and misconceptions about their online privacy management","Moll, Ricarda; Pieschl, Stephanie; Brornme, Rainer","","","","COMPUTERS IN HUMAN BEHAVIOR","DEC 2014","2014","41","","","","","212","219","","10.1016/j.chb.2014.09.033","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","0","0","0"
"College students and HR professionals: conflicting views on information available on Facebook","Curran, Michael J.; Draus, Peter; Schrager, Michael; Zappala, Steve","","","","HUMAN RESOURCE MANAGEMENT JOURNAL","NOV 2014","2014","24","4","","","","442","458","","10.1111/1748-8583.12033","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","1","0"
"School toilets: children's perceptions and prevalence of gastrointestinal and urinary disorders, a survey in 3 secondary schools near Saint-Etienne","Hoarau, Benedicte; Vercherin, Paul; Bois, Christophe","","","","SANTE PUBLIQUE","JUL-AUG 2014","2014","26","4","","","","421","431","","10.3917/spub.144.0421","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","1"
"IE Behavior Intent: A Study on ICT Ethics of College Students in Korea","Kim, Han Sung; Kim, Ja Mee; Lee, Won Gyu","","","","ASIA-PACIFIC EDUCATION RESEARCHER","JUN 2014","2014","23","2","","","","237","247","","10.1007/s40299-013-0100-2","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","2","0"
"Adolescent confidentiality: Understanding and practices of health care providers","Wadman, Ruth; Thul, Deborah; Elliott, April S.; Kennedy, Andrea Pritchard; Mitchell, Ian; Pinzon, Jorge L.","","","","PAEDIATRICS & CHILD HEALTH","FEB 2014","2014","19","2","","","","E11","E14","","10.1093/pch/19.2.e011","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","1","0"
"Investigating online harassment and offline violence among young people in Thailand: methodological approaches, lessons learned","Ojanen, Timo T.; Boonmongkon, Pimpawun; Samakkeekarom, Ronnapoom; Samoh, Nattharat; Cholratana, Mudjalin; Payakkakom, Anusorn; Guadamuz, Thomas E.","","","","CULTURE HEALTH & SEXUALITY","2014","2014","16","9","","","","1097","1112","","10.1080/13691058.2014.931464","","","6","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","1","0"
"Playing with heart and soul ... and genomes: sports implications and applications of personal genomics","Wagner, Jennifer K.","","","","PEERJ","AUG 1 2013","2013","1","","","","","","","e120","10.7717/peerj.120","","","6","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","0","0","1","0"
"Examining the effects of team identification, e-service quality (e-SQ) and satisfaction on intention to revisit sports websites","Suh, Young Ik; Ahn, Taesoo; Pedersen, Paul M.","","","","INTERNATIONAL JOURNAL OF SPORTS MARKETING & SPONSORSHIP","JUL 2013","2013","14","4","","","","261","278","","","","","6","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","2","0"
"Mokken scaling of the Caring Dimensions Inventory (CDI-25)","Akansel, Neriman; Watson, Roger; Aydin, Nursel; Ozdemir, Aysel","","","","JOURNAL OF CLINICAL NURSING","JUL 2013","2013","22","13-14","","","","1818","1826","","10.1111/j.1365-2702.2012.04068.x","","","6","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","3","0"
"Ethics and professionalism in medical physics: A survey of AAPM members","Ozturk, Naim; Armato, Samuel G., III; Giger, Maryellen L.; Serago, Christopher F.; Ross, Lainie F.","","","","MEDICAL PHYSICS","APR 2013","2013","40","4","","","","","","047001","10.1118/1.4797463","","","6","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","1","0"
"Learning in Multiple Communities from the Perspective of Knowledge Capital","Ozturk, Hayriye Tugba; Ozcinar, Huseyin","","","","INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTANCE LEARNING","2013","2013","14","1","","","","204","221","","10.19173/irrodl.v14i1.1277","","","6","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","1","0"
"The sexual abuse of female children in Hungary: 20 years' experience","Csorba, Roland; Tsikouras, Panagiotis; Lampe, Rudolf; Poka, Robert","","","","ARCHIVES OF GYNECOLOGY AND OBSTETRICS","JUL 2012","2012","286","1","","","","161","166","","10.1007/s00404-012-2282-x","","","6","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","3","0","0","0"
"Self and identity: raising undergraduate students' awareness on their digital footprints","Camacho, Mar; Minelli, Janaina; Grosseck, Gabriela","","","Baskan, GA; Ozdamli, F; Kanbul, S; Ozcan, D","4TH WORLD CONFERENCE ON EDUCATIONAL SCIENCES (WCES-2012)","2012","2012","46","","","","","3176","3181","","10.1016/j.sbspro.2012.06.032","4th World Conference on Educational Sciences (WCES)","FEB 02-05, 2012","6","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","2","0"
"The effects of WebTrust assurance on consumers' web purchase decisions An experiment","Chang, Ruey-Dang; Fang, Chunju; Tseng, Yee-Chy","","","","ONLINE INFORMATION REVIEW","2012","2012","36","2","","","","218","240","","10.1108/14684521211229048","","","6","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","4","0"
"Impact of housing design factors on children's conduct at school: an empirical study of Hong Kong","Li, L. H.","","","","JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT","NOV 2011","2011","26","4","","","","427","439","","10.1007/s10901-011-9236-7","","","6","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","1","0","0"
"Self-Reported Pregnancy and Access to Primary Health Care Among Sexually Experienced New Zealand High School Students","Copland, Rachel J.; Denny, Simon J.; Robinson, Elizabeth M.; Crengle, Sue; Ameratunga, Shanthi; Dixon, Robyn","","","","JOURNAL OF ADOLESCENT HEALTH","NOV 2011","2011","49","5","","","","518","524","","10.1016/j.jadohealth.2011.04.002","","","6","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","0","0"
"A review of the impact of ACM code of conduct on information technology moral judgment and intent","Peslak, Alan R.","","","","JOURNAL OF COMPUTER INFORMATION SYSTEMS","SPR 2007","2007","47","3","","","","1","10","","","","","6","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0"
"The impaired practitioner - scope of the problem and ethical challenges","Dhai, Ames; Szabo, Christopher P.; McQuoid-Mason, David J.","","","","SAMJ SOUTH AFRICAN MEDICAL JOURNAL","OCT 2006","2006","96","10","","","","1069","1072","","","","","6","0.38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","1","0","0"
"Adolescent attitudes toward random drug testing in schools","Russell, Brenda L.; Jennings, Brian; Classey, Sherry","","","","JOURNAL OF DRUG EDUCATION","2005","2005","35","3","","","","167","184","","10.2190/8GEA-60JH-5PPV-Q9WL","","","6","0.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","1","0","0","0","0","1","0"
"Assessing for domestic violence exposure in primary care settings - The transition from classroom to clinical practice","Janssen, PA; Landolt, MA; Grunfeld, AF","","","","JOURNAL OF INTERPERSONAL VIOLENCE","JUN 2003","2003","18","6","","","","623","633","","10.1177/0886260503251133","","","6","0.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Rehabilitation staff perceptions of characteristics of geriatric rehabilitation patients","Nicholas, JJ; Rybarczyk, B; Meyer, PM; Lacey, RF; Haut, A; Kemp, PJ","","","","ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION","OCT 1998","1998","79","10","","","","1277","1284","","10.1016/S0003-9993(98)90275-1","","","6","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"PHYSICIANS ATTITUDES TOWARD MANDATORY WORKPLACE URINE DRUG-TESTING","LEMON, SJ; SIENKO, DG; ALGUIRE, PC","","","","ARCHIVES OF INTERNAL MEDICINE","NOV 1992","1992","152","11","","","","2238","2242","","10.1001/archinte.152.11.2238","","","6","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"The SOR (stimulus-organism-response) paradigm in online learning: an empirical study of students' knowledge hiding perceptions","Zhai, Xuesong; Wang, Minjuan; Ghani, Usman","","","","INTERACTIVE LEARNING ENVIRONMENTS","JUL 3 2020","2020","28","5","","","SI","586","601","","10.1080/10494820.2019.1696841","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1"
"Social media usage and online professionalism among registered nurses: A cross-sectional survey","Wang, Zhenrong; Wang, Shuping; Zhang, Yun; Jiang, Xiaolian","","","","INTERNATIONAL JOURNAL OF NURSING STUDIES","OCT 2019","2019","98","","","","","19","26","","10.1016/j.ijnurstu.2019.06.001","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2"
"Wearable Long-Term Social Sensing for Mental Wellbeing","Jiang, Long; Gao, Bin; Gu, Jun; Chen, Yuanpeng; Gao, Zhao; Ma, Xiaole; Kendrick, Keith M.; Woo, Wai Lok","","","","IEEE SENSORS JOURNAL","OCT 1 2019","2019","19","19","","","SI","8532","8542","","10.1109/JSEN.2018.2877427","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2","0"
"Wearables and mobile technologies in Autism Spectrum Disorder interventions: A systematic literature review","Koumpouros, Yiannis; Kafazis, Theodoros","","","","RESEARCH IN AUTISM SPECTRUM DISORDERS","OCT 2019","2019","66","","","","","","","101405","10.1016/j.rasd.2019.05.005","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1"
"Social networks in education: from innovation to educational research","Marin-Diaz, Veronica; Cabero-Almenara, Julio","","","","RIED-REVISTA IBEROAMERICANA DE EDUCACION A DISTANCIA","JUL 2019","2019","22","2","","","","25","33","","10.5944/ried.22.2.24248","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0"
"Social media screening and content effects: implications for job applicant reactions","Jeske, Debora; Shultz, Kenneth S.","","","","INTERNATIONAL JOURNAL OF MANPOWER","APR 1 2019","2019","40","1","","","","73","86","","10.1108/IJM-06-2017-0138","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0"
"Doxing: What Adolescents Look for and Their Intentions","Chen, Mengtong; Cheung, Anne Shann Yue; Chan, Ko Ling","","","","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","JAN 2 2019","2019","16","2","","","","","","218","10.3390/ijerph16020218","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0"
"Privacy and Security Considerations For Digital Technology Use in Elementary Schools","Kumar, Priya C.; Chetty, Marshini; Clegg, Tamara L.; Vitak, Jessica","","","","CHI 2019: PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS","2019","2019","","","","","","","","","10.1145/3290605.3300537","CHI Conference on Human Factors in Computing Systems (CHI)","MAY 04-09, 2019","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","2"
