TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Pharmacy and medical students' attitudes and perspectives on social media usage and e-professionalism in United Arab Emirates","Hussain, Sahar; Hussain, Sara; Khalil, Marwa; Salam, Sabeena; Hussain, Kosar","","","","CURRENTS IN PHARMACY TEACHING AND LEARNING","FEB 2021","2021","13","2","","","","102","108","","10.1016/j.cptl.2020.02.017","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Safeguarding student privacy in an age of analytics","Kimmons, Royce","","","","ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT","","2021","","","","","","","","","10.1007/s11423-021-09950-1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Student privacy issues in online learning environments","Chang, Bo","","","","DISTANCE EDUCATION","JAN 2 2021","2021","42","1","","","","55","69","","10.1080/01587919.2020.1869527","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An iSchool approach to data science: Human-centered, socially responsible, and context-driven","Shah, Chirag; Anderson, Theresa; Hagen, Loni; Zhang, Yin","","","","JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY","","2021","","","","","","","","","10.1002/asi.24444","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Motivators and concerns for real-time online classes: focused on the security and privacy issues","Kim, Sang Soo","","","","INTERACTIVE LEARNING ENVIRONMENTS","","2021","","","","","","","","","10.1080/10494820.2020.1863232","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teachers' Views Regarding Learning Analytics Usage Based on the Technology Acceptance Model","Mavroudi, Anna; Papadakis, Spyros; Ioannou, Ioannis","","","","TECHTRENDS","","2021","","","","","","","","","10.1007/s11528-020-00580-7","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shifting to digital: a policy perspective on 'Student perceptions of privacy principles for learning analytics' (Ifenthaler & Schumacher 2016)","Corrin, Linda","","","","ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT","","2021","","","","","","","","","10.1007/s11423-020-09922-x","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Is New Zealand's Higher Education Sector Ready to Employ Analytics Initiatives to Enhance its Decision-making Process?","Mahroeian, Hamid; Daniel, Ben","","","","INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION","","2021","","","","","","","","","10.1007/s40593-020-00234-y","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ReportFlow: an application for EEG visualization and reporting using cloud platform","Bertuccio, S.; Tardiolo, G.; Giambo, F. M.; Giuffre, G.; Muratore, R.; Settimo, C.; Raffa, A.; Rigano, S.; Bramanti, A.; Muscara, N.; De Cola, M. C.","","","","BMC MEDICAL INFORMATICS AND DECISION MAKING","JAN 6 2021","2021","21","1","","","","","","7","10.1186/s12911-020-01369-7","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Who Owns Your Health Data? Two Interventions Addressing Data of Wearable Health Devices among Young Adults and Future Health Clinicians","Alvarez, Sarah L.; Baller, Stephanie L.; Walton, Anthony","","","","JOURNAL OF CONSUMER HEALTH ON THE INTERNET","JAN 2 2021","2021","25","1","","","","35","49","","10.1080/15398285.2020.1852386","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teacher Self-Disclosure: a literature review","Pena Froment, Facundo Alberto; Garcia Gonzalez, Alfonso Javier; Bohorouez Gomez-Millan, Maria Rocio","","","","REVISTA FUENTES","2021","2021","23","1","","","","13","26","","10.12795/revistafuentes.2021.v23.i1.11383","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LATE ADOPTION OF PREVENTIVE MEASURES OF ONLINE PRIVACY IN MEXICAN AND COLOMBIAN UNIVERSITY STUDENTS","Arturo Torres-Gastelu, Carlos","","","","PROBLEMS OF EDUCATION IN THE 21ST CENTURY","2021","2021","79","1","","","","162","184","","10.33225/pec/21.79.162","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nursing Students' Attitude toward the Importance of Patient Privacy","FallahMortezaNejad, SeyyedHamidReza; Pourhabibi, Zahra; Mashayekhipirbazari, Moein; Delpasand, Kourosh","","","","NURSING AND MIDWIFERY STUDIES","JAN-MAR 2021","2021","10","1","","","","52","56","","10.4103/nms.nms_96_19","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Educational Warehouse: Modular, Private and Secure Cloudable Architecture System for Educational Data Storage, Analysis and Access","Amo, Daniel; Gomez, Pablo; Hernandez-Ibanez, Luis; Fonseca, David","","","","APPLIED SCIENCES-BASEL","JAN 2021","2021","11","2","","","","","","806","10.3390/app11020806","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Cloud Game-Based Educative Platform Architecture: The CyberScratch Project","Tobarra, Llanos; Utrilla, Alejandro; Robles-Gomez, Antonio; Pastor-Vargas, Rafael; Hernandez, Roberto","","","","APPLIED SCIENCES-BASEL","JAN 2021","2021","11","2","","","","","","807","10.3390/app11020807","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Students' perceptions on social media teaching tools in higher education settings","Figueras-Maz, Monica; Grandio-Perez, Maria-del-Mar; Mateus, Julio-Cesar","","","","COMMUNICATION & SOCIETY-SPAIN","2021","2021","34","1","","","","15","28","","10.15581/003.34.1.15-28","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Factors Predicting the Behavioral Adoption of Electronic Payment System (EPS)","Mensah, Isaac Kofi; Zeng, Guohua; Luo, Chuanyong; Xiao Zhi-wu; Lu, Mengqiu","","","","INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS IN THE SERVICE SECTOR","JAN-MAR 2021","2021","13","1","","","","88","104","","10.4018/IJISSS.2021010105","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STUDENTS' EXPERIENCES AND PERCEPTIONS OF ONLINE COLLABORATIVE LEARNING IN HIGHER EDUCATION OF KOREA AND THE UAE","Lee, Jieun; Osman, Gihan","","","","TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION","JAN 2021","2021","22","1","","","","","","1","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development and Psychometric Analysis of Cyber Ethics Instrument (CEI)","Yaokumah, Winfred","","","","INTERNATIONAL JOURNAL OF TECHNOETHICS","JAN-JUN 2021","2021","12","1","","","","54","74","4","10.4018/IJT.2021010104","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perceptions of virtual primary care physicians: A focus group study of medical and data science graduate students","Goetz, Courtney M.; Arnetz, Judith E.; Sudan, Sukhesh; Arnetz, Bengt B.","","","","PLOS ONE","DEC 17 2020","2020","15","12","","","","","","e0243641","10.1371/journal.pone.0243641","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"'The Queering of Architecture History Has Yet to Happen': The Intra-Canonical Outlook of Beatriz Colomina","Kotsioris, Evangelos","","","","ARCHITECTURAL HISTORIES","DEC 10 2020","2020","8","1","","","","","","22","10.5334/ah.547","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Making peer-feedback more efficient: what conditions of its delivery make the difference?","Armengol-Asparo, Carme; Mercader, Cristina; Ion, Georgeta","","","","HIGHER EDUCATION RESEARCH & DEVELOPMENT","","2020","","","","","","","","","10.1080/07294360.2020.1840527","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
""What about users?": Development and validation of the mobile information security awareness scale (MISAS)","Erdogdu, Fatih; Gokoglu, Seyfullah; Kara, Mehmet","","","","ONLINE INFORMATION REVIEW","","2020","","","","","","","","","10.1108/OIR-04-2020-0129","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Student Experiences of Open Educational Practices: A Systematic Literature Review","Axe, Jo; Childs, Elizabeth; DeVries, Irwin; Webster, Keith","","","","JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY","DEC 2020","2020","16","4","","","SI","67","75","","10.20368/1971-8829/1135340","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Determinants of Privacy Protection Behavior in Social Networking Sites","Suhanni, Siti Norlyana; Othman, Nur Fadzilah; Syahirah, Raihana; Anawar, Syarulnaziah; Ayop, Zakiah; Foozy, Cik Feresa Mohd","","","","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS","DEC 2020","2020","11","12","","","","285","292","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A User-centered Design Approach to Near Field Communication-based Applications for Children","Alnfiai, Mrim","","","","INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS","DEC 2020","2020","11","12","","","","486","493","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social networking and online self-disclosure as predictors of cyberbullying victimization among children and youth","Aizenkot, Dana","","","","CHILDREN AND YOUTH SERVICES REVIEW","DEC 2020","2020","119","","","","","","","105695","10.1016/j.childyouth.2020.105695","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Early childhood educators' teaching of digital citizenship competencies","Lauricella, Alexis R.; Herdzina, Jenna; Robb, Michael","","","","COMPUTERS & EDUCATION","DEC 2020","2020","158","","","","","","","103989","10.1016/j.compedu.2020.103989","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Academic Ableism and Students with Intellectual/Developmental Disabilities Rethinking Self-Advocacy as an Anti-Ableist Practice","Kamperman, Sean","","","","CRITICAL EDUCATION","NOV 30 2020","2020","11","17","","","","21","38","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Generation and evaluation of privacy preserving synthetic health data","Yale, Andrew; Dash, Saloni; Dutta, Ritik; Guyon, Isabelle; Pavao, Adrien; Bennett, Kristin P.","","","","NEUROCOMPUTING","NOV 27 2020","2020","416","","","","","244","255","","10.1016/j.neucom.2019.12.136","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nurses' Use of Personal Smartphone Technology in the Workplace: Scoping Review","de Jong, Andrea; Donelle, Lorie; Kerr, Michael","","","","JMIR MHEALTH AND UHEALTH","NOV 26 2020","2020","8","11","","","","","","e18774","10.2196/18774","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Supporting the shift to digital with student-centered learning analytics","Ochoa, Xavier; Wise, Alyssa Friend","","","","ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT","","2020","","","","","","","","","10.1007/s11423-020-09882-2","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
